id,cut,color,clarity,x,y,z,price
488,Very Good,E,SI2,6.1,6.16,3.84,8.269
489,Ideal,H,VS1,6.83,6.86,4.27,8.963
490,Premium,F,SI1,4.67,4.62,2.86,6.673
491,Ideal,E,VVS2,4.49,4.53,2.81,6.717
492,Ideal,D,VS2,7.09,7.13,4.36,9.269
493,Very Good,G,SI1,5.13,5.16,3.12,7.092
494,Premium,F,VS2,4.42,4.39,2.63,6.687
495,Ideal,E,SI1,5.75,5.78,3.52,8.111
496,Ideal,F,SI1,4.63,4.68,2.91,6.576
497,Premium,D,VS2,4.55,4.52,2.69,6.94
498,Very Good,F,VS1,4.69,4.72,2.94,6.89
499,Very Good,G,SI1,4.59,4.64,2.88,6.501
500,Very Good,F,VS2,6.45,6.48,4.06,8.826
501,Ideal,H,SI1,7.26,7.22,4.52,9.089
502,Ideal,J,VS1,6.23,6.26,3.79,8.092
503,Premium,D,VVS2,4.0,3.95,2.4,6.522
504,Ideal,I,VS1,5.93,5.96,3.67,7.968
505,Ideal,E,VVS1,4.37,4.41,2.73,6.718
506,Good,D,I1,6.72,6.67,4.26,8.377
507,Very Good,D,SI1,6.18,6.25,3.83,8.264
508,Very Good,J,VS1,7.6,7.69,4.73,9.252
509,Fair,E,SI1,6.23,6.11,3.99,8.338
510,Ideal,G,VS1,5.76,5.78,3.61,7.918
511,Very Good,I,VS1,7.56,7.63,4.48,9.279
512,Ideal,H,VS1,4.48,4.45,2.78,6.64
513,Premium,H,SI1,6.59,6.54,3.86,8.341
514,Premium,H,SI1,6.71,6.67,4.18,8.507
515,Very Good,D,VS2,5.03,5.07,3.17,7.469
516,Very Good,F,VS1,5.24,5.25,3.2,7.503
517,Very Good,H,VVS1,4.39,4.42,2.69,6.51
518,Good,H,VS2,6.73,6.76,4.22,8.775
519,Ideal,F,VS1,5.76,5.73,3.56,7.965
520,Fair,H,I1,6.13,5.96,4.08,7.5
521,Premium,G,SI1,6.68,6.77,4.17,8.471
522,Very Good,D,VS1,6.24,6.28,3.7,8.665
523,Ideal,E,VVS2,5.36,5.41,3.34,7.88
524,Ideal,E,VVS2,4.33,4.36,2.68,6.704
525,Ideal,J,SI1,5.87,5.93,3.63,7.672
526,Very Good,F,VS2,7.35,7.26,4.52,9.543
527,Premium,G,SI1,6.27,6.23,3.76,8.263
528,Ideal,G,VVS1,6.78,6.84,4.16,9.115
529,Very Good,I,SI1,6.61,6.67,4.02,8.361
530,Premium,F,VS2,6.51,6.45,3.98,8.843
531,Ideal,F,VS2,4.33,4.3,2.69,6.654
532,Very Good,E,SI1,5.69,5.75,3.55,7.855
533,Ideal,F,VVS1,4.46,4.43,2.76,6.968
534,Ideal,H,VS2,4.31,4.34,2.7,6.196
535,Fair,D,SI2,6.25,6.2,4.02,9.211
536,Ideal,D,VVS2,6.85,6.88,4.21,9.423
537,Very Good,G,SI1,5.6,5.55,3.53,7.689
538,Very Good,E,VS2,6.39,6.45,4.0,8.75
539,Premium,I,VS2,6.44,6.47,4.0,8.403
540,Ideal,D,VVS2,4.37,4.39,2.68,6.691
541,Ideal,H,VVS2,5.74,5.8,3.55,7.861
542,Ideal,D,SI2,5.47,5.42,3.28,7.36
543,Ideal,G,VS2,5.8,5.84,3.49,7.876
544,Premium,J,VVS2,7.33,7.21,4.57,9.097
545,Premium,D,VS2,5.27,5.31,3.22,7.545
546,Very Good,G,SI1,6.5,6.55,3.97,8.469
547,Ideal,I,VS2,7.74,7.77,4.69,9.521
548,Very Good,I,VS2,6.05,6.07,3.73,7.96
549,Ideal,E,IF,4.41,4.38,2.75,7.065
550,Ideal,G,VVS2,7.22,7.3,4.44,9.43
551,Premium,E,I1,6.57,6.53,3.92,8.13
552,Premium,D,VS2,4.34,4.31,2.67,6.848
553,Ideal,F,SI2,5.75,5.79,3.62,7.73
554,Ideal,E,VS2,5.18,5.15,3.24,7.503
555,Ideal,I,VS1,5.33,5.35,3.29,7.212
556,Premium,G,VS1,7.28,7.25,4.53,9.521
557,Premium,F,VS2,5.23,5.19,3.25,7.503
558,Very Good,H,SI2,7.17,7.24,4.51,8.914
559,Ideal,G,VVS2,5.16,5.14,3.18,7.607
560,Ideal,G,VVS1,3.94,3.97,2.43,6.284
561,Ideal,F,VS2,6.84,6.79,4.22,9.068
562,Very Good,E,VS1,6.43,6.47,3.95,8.854
563,Premium,D,SI2,5.71,5.67,3.51,7.926
564,Ideal,G,VVS1,4.72,4.76,2.91,7.024
565,Fair,J,SI2,5.53,5.43,3.62,7.217
566,Very Good,H,VVS1,6.5,6.53,3.95,8.815
567,Ideal,G,VVS2,4.32,4.3,2.65,6.778
568,Ideal,D,VS2,4.95,4.98,3.1,7.123
569,Premium,F,SI2,6.57,6.53,3.93,8.363
570,Premium,I,VS1,6.9,6.84,4.23,8.636
571,Premium,F,VVS1,6.43,6.39,3.91,9.2
572,Ideal,D,VS1,6.68,6.75,4.1,9.179
573,Ideal,G,VVS1,6.9,7.03,4.3,9.288
574,Good,G,SI2,8.03,7.99,5.1,9.699
575,Ideal,F,VVS2,4.72,4.74,2.92,6.992
576,Good,D,SI2,6.77,6.81,3.94,8.52
577,Ideal,H,VS2,7.05,6.99,4.14,8.765
578,Good,J,SI1,5.63,5.58,3.36,7.034
579,Premium,G,SI1,6.43,6.34,4.01,8.435
580,Ideal,H,SI2,6.61,6.55,4.08,8.358
581,Ideal,D,SI1,4.37,4.34,2.71,6.596
582,Very Good,J,VS2,6.12,6.1,3.88,8.054
583,Premium,F,SI1,6.54,6.49,3.95,8.623
584,Very Good,E,SI1,7.0,7.05,4.16,8.874
585,Very Good,D,SI2,4.33,4.37,2.69,6.136
586,Ideal,G,SI2,4.4,4.43,2.72,6.129
587,Premium,I,SI2,8.4,8.37,5.2,9.695
588,Premium,I,SI1,6.69,6.68,4.1,8.313
589,Very Good,H,VVS1,6.41,6.45,3.93,8.821
590,Good,G,VVS2,4.25,4.28,2.67,6.519
591,Ideal,H,SI2,7.39,7.35,4.59,8.812
592,Ideal,G,VVS2,5.42,5.47,3.41,7.827
593,Premium,G,VS2,4.32,4.37,2.66,6.299
594,Good,I,SI1,7.25,7.32,4.55,9.017
595,Premium,E,SI1,5.78,5.74,3.51,7.96
596,Ideal,E,VS1,5.67,5.71,3.54,8.115
597,Fair,H,VS1,6.52,6.47,3.73,8.382
598,Very Good,G,SI2,4.69,4.74,2.92,6.39
599,Premium,D,SI2,6.91,6.87,4.23,8.849
600,Very Good,I,SI1,5.06,5.12,3.18,6.886
601,Very Good,I,VVS1,4.68,4.74,2.97,6.742
602,Ideal,H,VS2,6.73,6.68,4.14,8.689
603,Very Good,E,VS1,5.14,5.18,3.19,7.611
604,Good,H,SI1,4.53,4.57,2.91,6.269
605,Ideal,G,SI2,6.45,6.41,3.99,8.345
606,Premium,J,VS1,5.94,5.88,3.64,7.697
607,Premium,G,VVS1,4.31,4.25,2.67,6.808
608,Premium,D,SI2,6.5,6.47,4.0,8.469
609,Ideal,G,SI1,6.64,6.59,4.0,8.593
610,Premium,G,SI2,6.56,6.5,3.91,8.392
611,Ideal,H,VS2,6.45,6.47,3.98,8.689
612,Very Good,E,VVS2,4.08,4.12,2.53,6.306
613,Ideal,G,VS1,6.81,6.83,4.17,9.038
614,Premium,D,VS2,5.13,5.09,3.19,7.519
615,Ideal,G,VVS1,4.32,4.35,2.7,6.639
616,Very Good,F,VVS2,4.26,4.28,2.55,6.465
617,Ideal,E,VVS1,5.25,5.21,3.29,7.867
618,Premium,D,VVS1,4.63,4.66,2.85,7.244
619,Ideal,H,SI1,7.51,7.39,4.67,9.164
620,Premium,F,SI1,5.71,5.69,3.53,7.793
621,Ideal,D,I1,4.49,4.47,2.8,6.273
622,Ideal,G,SI2,7.44,7.41,4.58,9.162
623,Ideal,E,SI1,6.66,6.62,4.08,8.747
624,Ideal,G,SI1,5.17,5.22,3.18,7.253
625,Ideal,E,VS2,4.43,4.46,2.65,6.544
626,Ideal,D,SI1,5.76,5.79,3.55,8.027
627,Premium,G,VS2,4.51,4.47,2.69,6.579
628,Premium,J,SI2,6.07,5.95,3.62,7.612
629,Premium,H,VS2,6.47,6.36,4.04,8.587
630,Very Good,E,SI2,4.69,4.73,2.96,6.458
631,Premium,G,VS1,4.79,4.85,2.93,6.825
632,Very Good,J,VVS1,5.17,5.19,3.19,7.217
633,Ideal,I,SI1,6.77,6.82,4.18,8.59
634,Ideal,G,VS1,4.45,4.43,2.72,6.561
635,Premium,F,VS2,5.18,5.21,3.19,7.397
636,Ideal,D,VVS2,5.23,5.2,3.2,7.742
637,Ideal,H,VVS2,4.38,4.34,2.72,6.687
638,Ideal,F,VS1,5.72,5.75,3.52,8.219
639,Premium,F,SI2,5.28,5.31,3.21,7.069
640,Ideal,J,VS1,4.44,4.41,2.75,6.323
641,Premium,F,VS2,4.45,4.37,2.62,6.619
642,Very Good,I,VS1,6.17,6.2,3.87,8.302
643,Premium,H,VS1,4.42,4.39,2.75,6.541
644,Ideal,I,SI1,4.47,4.42,2.77,6.378
645,Premium,G,VVS2,4.36,4.32,2.68,6.81
646,Premium,E,VS1,5.03,5.06,3.14,7.424
647,Very Good,F,SI2,6.17,6.21,3.86,8.205
648,Ideal,E,VVS2,4.79,4.83,2.96,7.079
649,Very Good,G,VS2,7.28,7.31,4.59,9.396
650,Ideal,G,SI1,5.38,5.41,3.31,7.193
651,Premium,E,VVS1,4.2,4.18,2.54,6.683
652,Very Good,F,SI2,5.38,5.45,3.4,7.27
653,Ideal,F,VVS1,5.16,5.21,3.16,7.7
654,Ideal,J,VS2,4.65,4.69,2.9,6.277
655,Very Good,H,SI1,5.23,5.28,3.22,7.088
656,Ideal,D,VVS2,5.14,5.17,3.16,7.908
657,Ideal,D,SI1,4.83,4.8,3.01,6.901
658,Very Good,G,SI2,6.16,6.13,3.88,8.147
659,Premium,E,VS2,5.9,5.79,3.63,8.014
660,Very Good,G,SI1,5.88,5.95,3.72,8.029
661,Premium,D,SI2,6.37,6.33,3.91,8.468
662,Very Good,F,SI2,8.27,8.32,5.03,9.781
663,Ideal,H,VVS1,5.19,5.25,3.22,7.546
664,Ideal,F,IF,4.35,4.38,2.65,7.031
665,Very Good,H,VS1,5.74,5.76,3.57,7.965
666,Ideal,E,SI1,5.21,5.24,3.21,7.255
667,Premium,I,VS2,7.58,7.52,4.74,9.389
668,Ideal,F,SI1,4.97,4.93,3.01,6.835
669,Very Good,E,SI2,6.66,6.71,4.01,8.336
670,Very Good,H,SI1,6.09,6.16,3.62,7.849
671,Very Good,F,SI1,6.91,6.95,4.39,9.007
672,Ideal,G,VS2,4.35,4.38,2.68,6.353
673,Ideal,D,SI1,5.49,5.51,3.39,7.567
674,Premium,F,SI1,6.33,6.29,3.98,8.441
675,Ideal,G,VS1,4.43,4.5,2.75,6.5
676,Ideal,F,SI1,6.45,6.48,3.99,8.688
677,Good,E,SI1,5.11,5.16,3.29,7.194
678,Ideal,D,VS2,5.29,5.32,3.28,7.578
679,Ideal,I,SI1,7.42,7.49,4.64,9.155
680,Good,D,SI2,6.68,6.63,4.0,8.391
681,Premium,H,SI2,8.35,8.33,5.11,9.568
682,Premium,I,VS1,8.13,8.05,4.95,9.75
683,Ideal,I,SI2,8.28,8.18,4.92,9.329
684,Premium,D,VS2,7.61,7.55,4.5,9.375
685,Ideal,E,VS2,5.71,5.74,3.55,7.953
686,Very Good,E,SI2,7.28,7.23,4.59,8.953
687,Very Good,D,SI2,6.76,6.69,3.94,8.38
688,Ideal,E,VVS1,4.38,4.4,2.69,6.763
689,Premium,G,VVS1,4.32,4.35,2.66,6.704
690,Ideal,J,VS1,6.81,6.76,4.19,8.525
691,Premium,I,SI1,6.44,6.41,4.03,8.349
692,Very Good,I,SI2,6.7,6.66,4.22,8.52
693,Premium,F,SI1,6.54,6.5,3.97,8.534
694,Ideal,G,SI2,6.44,6.42,3.99,8.405
695,Ideal,E,VS1,4.41,4.44,2.73,6.613
696,Ideal,I,VVS2,4.75,4.76,2.93,6.646
697,Very Good,H,SI1,4.38,4.41,2.64,6.068
698,Fair,D,SI2,4.29,4.25,2.76,6.284
699,Premium,D,VS2,5.8,5.86,3.45,8.076
700,Good,H,SI1,4.71,4.74,2.99,6.526
701,Premium,E,VS2,5.21,5.18,3.2,7.503
702,Good,D,SI1,7.1,7.25,4.56,9.325
703,Ideal,F,VVS2,4.52,4.56,2.82,6.613
704,Premium,D,VS2,5.3,5.34,3.25,7.582
705,Ideal,F,VS2,4.41,4.37,2.75,6.561
706,Very Good,G,VVS2,4.89,4.93,2.99,6.986
707,Ideal,G,VS2,5.63,5.61,3.49,7.771
708,Ideal,E,SI1,5.84,5.86,3.61,7.994
709,Very Good,D,SI1,5.11,5.15,3.24,7.277
710,Very Good,D,VVS1,3.99,4.02,2.48,6.198
711,Premium,D,SI1,5.06,5.03,3.18,7.37
712,Premium,F,VS2,4.41,4.39,2.61,6.687
713,Premium,D,I1,7.28,7.24,4.48,8.748
714,Good,E,SI2,5.63,5.66,3.51,7.779
715,Premium,E,VS2,5.3,5.27,3.28,7.557
716,Premium,E,SI2,8.31,8.24,5.09,9.814
717,Ideal,F,VS1,5.76,5.79,3.52,8.219
718,Very Good,G,SI1,4.8,4.76,2.87,6.802
719,Ideal,D,VVS2,6.59,6.64,4.12,9.425
720,Very Good,F,VS1,5.18,5.22,3.12,7.427
721,Ideal,F,VVS2,4.5,4.53,2.78,6.678
722,Premium,D,VS2,5.16,5.2,3.17,7.508
723,Very Good,H,VS1,7.51,7.44,4.45,9.218
724,Premium,E,SI2,5.94,5.9,3.55,7.783
725,Fair,E,SI2,7.84,7.79,5.12,9.32
726,Very Good,F,SI2,4.9,4.86,3.09,6.964
727,Ideal,E,VS2,5.27,5.2,3.2,7.504
728,Premium,H,SI2,6.29,6.25,4.96,9.686
729,Premium,H,VVS2,4.44,4.42,2.73,6.719
730,Premium,J,SI2,5.81,5.73,3.48,7.419
731,Ideal,G,VVS2,4.4,4.43,2.72,6.562
732,Very Good,F,VS2,5.45,5.48,3.32,7.728
733,Premium,G,VS2,6.95,6.91,4.24,8.981
734,Good,E,SI2,5.23,5.2,3.04,7.004
735,Very Good,F,IF,6.64,6.7,3.96,9.307
736,Ideal,E,VS2,4.29,4.33,2.7,6.489
737,Fair,G,VS2,5.78,5.84,3.33,7.729
738,Ideal,E,SI1,5.91,5.93,3.59,7.993
739,Ideal,F,VS1,4.83,4.78,2.95,7.006
740,Premium,E,SI2,5.42,5.35,3.27,7.185
741,Premium,F,SI2,5.75,5.71,3.53,7.817
742,Ideal,G,VS1,4.78,4.81,2.96,6.801
743,Very Good,G,SI1,6.45,6.6,3.91,8.474
744,Good,H,VVS1,4.05,4.07,2.46,5.994
745,Good,I,VS1,5.17,5.13,3.31,7.182
746,Good,F,VS1,5.0,5.03,2.97,7.113
747,Premium,I,VS2,6.64,6.59,4.17,8.465
748,Good,E,SI2,5.69,5.71,3.46,7.785
749,Ideal,F,VVS1,5.71,5.76,3.5,8.189
750,Ideal,I,VVS1,7.09,7.07,4.32,9.048
751,Premium,E,SI1,6.5,6.43,4.04,8.691
752,Premium,I,SI1,4.33,4.3,2.65,6.227
753,Very Good,H,IF,4.37,4.4,2.69,6.657
754,Ideal,E,VS2,6.42,6.38,3.97,8.707
755,Premium,F,VS2,4.58,4.55,2.86,6.864
756,Ideal,E,VS2,5.75,5.78,3.55,8.152
757,Premium,D,SI1,4.56,4.54,2.81,6.718
758,Ideal,F,VVS1,4.4,4.43,2.71,6.816
759,Very Good,F,VVS1,4.11,4.18,2.52,6.521
760,Premium,D,SI2,6.72,6.76,4.08,8.563
761,Very Good,J,SI1,7.41,7.45,4.55,8.916
762,Ideal,F,VVS2,5.11,5.13,3.16,7.695
763,Premium,F,VS2,5.67,5.7,3.56,7.956
764,Very Good,G,SI2,4.95,5.0,2.97,6.639
765,Very Good,G,VVS2,5.66,5.74,3.43,8.024
766,Ideal,G,SI1,6.94,6.91,4.25,8.781
767,Ideal,H,I1,7.78,7.75,4.78,8.91
768,Good,H,SI2,7.21,7.14,4.58,8.597
769,Very Good,I,VS1,7.41,7.43,4.65,9.276
770,Ideal,G,VS1,5.3,5.34,3.33,7.541
771,Premium,F,SI1,4.61,4.54,2.82,6.646
772,Ideal,D,VS2,5.11,5.14,3.17,7.488
773,Very Good,F,SI2,6.32,6.36,3.91,8.24
774,Premium,H,SI1,5.15,5.11,3.01,6.995
775,Very Good,D,I1,6.18,6.15,3.91,7.87
776,Ideal,H,VVS2,4.38,4.42,2.72,6.469
777,Ideal,E,VS1,4.54,4.58,2.81,6.648
778,Very Good,F,VVS1,4.53,4.57,2.83,6.812
779,Premium,E,VS2,4.37,4.35,2.66,6.771
780,Very Good,F,SI2,6.42,6.46,3.91,8.295
781,Very Good,F,SI2,7.17,7.2,4.41,8.884
782,Fair,J,I1,8.76,8.66,5.65,9.083
783,Ideal,G,SI2,6.32,6.27,3.91,8.261
784,Ideal,G,VS1,6.71,6.73,4.13,8.994
785,Premium,H,VS2,8.14,8.06,4.87,9.745
786,Fair,G,SI1,6.99,7.07,4.57,9.069
787,Ideal,I,SI1,6.81,6.78,4.24,8.56
788,Premium,E,SI2,6.51,6.43,4.04,8.495
789,Ideal,I,VS1,4.3,4.33,2.65,6.196
790,Good,F,SI1,6.42,6.47,3.97,8.48
791,Premium,F,VS2,4.34,4.31,2.7,6.687
792,Very Good,I,VVS2,5.6,5.57,3.54,7.789
793,Very Good,F,VVS2,5.27,5.31,3.16,7.539
794,Ideal,D,IF,6.39,6.35,4.01,9.653
795,Ideal,G,IF,4.38,4.44,2.73,6.822
796,Good,D,SI1,6.09,6.13,3.9,8.341
797,Ideal,H,SI1,6.77,6.83,4.16,8.759
798,Very Good,I,SI1,8.49,8.54,4.98,9.785
799,Premium,I,SI2,8.07,8.0,4.96,9.572
800,Ideal,D,VS2,4.2,4.23,2.58,6.188
801,Premium,J,VS2,8.61,8.58,5.27,9.751
802,Very Good,G,SI1,4.78,4.81,2.96,6.82
803,Ideal,D,VVS1,4.58,4.6,2.79,7.193
804,Fair,D,VS2,6.23,6.19,4.05,8.713
805,Ideal,G,VS1,4.4,4.42,2.73,6.4
806,Premium,E,VS2,4.57,4.52,2.8,6.892
807,Premium,E,VS1,4.77,4.8,2.96,6.984
808,Good,F,SI1,6.35,6.39,4.03,8.507
809,Ideal,I,SI1,6.61,6.65,4.07,8.487
810,Very Good,F,SI1,6.51,6.42,4.1,8.616
811,Very Good,E,SI1,6.09,6.13,3.84,8.468
812,Ideal,G,VVS1,4.41,4.45,2.76,6.709
813,Good,D,SI1,6.23,6.29,4.02,8.638
814,Ideal,H,VS1,4.44,4.49,2.69,6.33
815,Ideal,I,VVS1,4.3,4.32,2.69,6.314
816,Ideal,I,VS1,4.37,4.4,2.69,6.24
817,Premium,D,SI2,4.41,4.39,2.76,6.447
818,Premium,H,SI2,8.31,8.28,4.98,9.38
819,Ideal,I,SI1,4.58,4.63,2.87,6.365
820,Good,J,SI2,6.36,6.42,4.05,8.17
821,Ideal,I,IF,4.44,4.41,2.75,6.792
822,Very Good,E,SI1,5.89,5.81,3.46,7.689
823,Ideal,J,VS1,6.43,6.38,3.99,8.329
824,Premium,G,SI1,6.24,6.18,3.89,8.389
825,Ideal,F,IF,4.66,4.64,2.89,7.242
826,Ideal,I,VS1,5.67,5.72,3.52,7.812
827,Premium,J,SI2,6.78,6.83,4.17,8.342
828,Premium,G,VVS2,4.44,4.39,2.7,6.842
829,Good,H,VS2,6.24,6.32,3.99,8.509
830,Premium,E,VS2,4.48,4.44,2.7,6.802
831,Ideal,E,VVS2,4.97,5.01,3.07,7.656
832,Ideal,I,VS2,6.41,6.36,4.0,8.414
833,Very Good,F,SI1,7.34,7.23,4.6,9.15
834,Ideal,E,SI1,4.49,4.53,2.69,6.217
835,Good,E,SI1,5.04,4.99,3.21,6.994
836,Ideal,H,IF,4.69,4.81,2.8,6.97
837,Ideal,F,VS1,4.26,4.28,2.66,6.402
838,Good,J,VS2,7.45,7.54,4.83,9.047
839,Ideal,I,SI1,4.72,4.75,2.95,6.436
840,Premium,F,VS2,7.87,7.78,4.59,9.716
841,Premium,J,VVS1,7.35,7.39,4.54,9.147
842,Very Good,E,VVS2,4.34,4.36,2.67,6.704
843,Ideal,F,SI2,4.95,4.98,3.08,6.746
844,Ideal,G,IF,4.74,4.77,2.85,7.393
845,Very Good,H,VS2,4.33,4.37,2.74,6.225
846,Ideal,D,VS2,4.79,4.81,3.01,6.844
847,Very Good,F,SI1,5.22,5.24,3.3,7.221
848,Ideal,D,VS2,4.34,4.38,2.72,6.631
849,Good,E,SI2,4.8,4.83,3.06,6.506
850,Ideal,G,VVS1,4.46,4.49,2.78,6.797
851,Premium,E,VVS2,6.42,6.39,3.96,9.181
852,Ideal,H,VS2,6.03,6.08,3.67,8.056
853,Very Good,G,SI2,6.96,6.94,4.39,8.305
854,Very Good,G,VS2,4.09,4.12,2.56,5.984
855,Ideal,E,SI2,6.62,6.57,4.05,8.593
856,Premium,D,VS1,6.77,6.72,4.16,9.222
857,Premium,G,VVS2,6.52,6.49,3.95,8.97
858,Very Good,F,VS2,5.7,5.72,3.6,8.109
859,Very Good,H,VS2,6.35,6.4,3.98,8.624
860,Premium,G,VS2,5.52,5.48,3.35,7.518
861,Very Good,H,VS1,6.88,6.95,4.16,8.992
862,Good,E,VS2,6.37,6.42,3.93,8.712
863,Very Good,F,VS1,7.1,7.14,4.37,9.331
864,Premium,F,VS2,4.55,4.51,2.81,6.809
865,Premium,J,VS2,5.86,5.8,3.63,7.491
866,Ideal,G,VVS2,6.77,6.81,4.23,9.149
867,Very Good,E,SI1,4.52,4.57,2.86,6.447
868,Very Good,G,VS2,5.35,5.39,3.38,7.48
869,Ideal,E,SI1,5.39,5.42,3.36,7.353
870,Very Good,I,VS2,7.2,7.25,4.55,9.067
871,Premium,D,VVS1,5.88,5.84,3.47,8.351
872,Very Good,E,SI1,6.41,6.37,4.06,8.591
873,Premium,G,VS1,4.83,4.79,2.92,6.868
874,Good,I,SI1,6.66,6.72,4.17,8.559
875,Premium,G,SI1,5.77,5.75,3.4,7.763
876,Very Good,F,SI1,6.23,6.29,3.78,8.281
877,Premium,E,VVS1,4.03,4.01,2.44,6.565
878,Very Good,E,VVS1,6.36,6.39,4.0,9.256
879,Premium,E,IF,7.15,7.08,4.4,9.779
880,Ideal,D,VS1,5.13,5.2,3.21,7.557
881,Ideal,H,IF,4.36,4.37,2.67,6.639
882,Very Good,E,VS2,5.85,5.88,3.68,8.172
883,Ideal,F,VVS2,4.69,4.72,2.87,7.018
884,Ideal,G,VS2,6.49,6.5,4.03,8.755
885,Very Good,F,VS2,6.38,6.42,3.97,8.726
886,Very Good,F,SI1,6.02,6.05,3.7,7.958
887,Premium,G,SI2,6.13,6.06,3.77,8.063
888,Ideal,H,VVS1,4.57,4.59,2.84,6.639
889,Ideal,G,VVS2,7.4,7.42,4.55,9.634
890,Good,F,VVS2,3.93,3.94,2.45,6.052
891,Ideal,G,VS2,6.43,6.41,4.02,8.686
892,Premium,H,VVS1,4.33,4.37,2.72,6.593
893,Premium,F,SI2,7.55,7.52,4.56,9.051
894,Good,G,VS1,4.31,4.25,2.72,6.654
895,Very Good,H,SI2,6.08,6.03,3.84,8.041
896,Premium,H,VS1,5.61,5.56,3.51,7.769
897,Very Good,I,VVS2,5.68,5.74,3.57,7.822
898,Premium,J,SI2,6.09,6.06,3.8,7.907
899,Very Good,I,VS2,6.37,6.44,3.98,8.52
900,Ideal,E,VS2,7.45,7.55,4.7,9.654
901,Premium,F,SI1,5.67,5.72,3.55,7.694
902,Premium,I,VS2,5.7,5.73,3.55,7.738
903,Ideal,G,VVS2,4.33,4.35,2.63,6.528
904,Very Good,E,SI1,4.35,4.31,2.75,6.548
905,Very Good,F,SI2,5.95,5.98,3.64,7.808
906,Ideal,G,VS1,5.38,5.41,3.27,7.504
907,Ideal,G,VVS2,4.05,4.08,2.52,6.263
908,Premium,G,VVS2,5.13,5.11,3.12,7.568
909,Good,E,SI2,6.31,6.38,3.84,8.295
910,Very Good,E,SI2,6.45,6.49,3.94,8.426
911,Ideal,H,SI1,6.17,6.23,3.81,8.201
912,Premium,H,VS2,6.57,6.53,4.0,8.58
913,Ideal,H,VVS1,6.68,6.76,4.08,9.049
914,Very Good,I,SI1,6.36,6.43,4.01,8.346
915,Premium,E,VS1,7.28,7.21,4.53,9.691
916,Very Good,E,SI2,5.66,5.61,3.58,7.773
917,Very Good,D,SI2,6.12,6.22,3.72,8.17
918,Ideal,E,VS1,4.58,4.54,2.81,6.998
919,Ideal,G,VS1,6.54,6.61,4.02,9.022
920,Very Good,H,SI2,6.31,6.35,3.99,8.298
921,Ideal,E,SI1,4.7,4.74,2.95,6.561
922,Very Good,D,VS2,5.06,5.12,3.21,7.413
923,Ideal,I,VS1,7.4,7.35,4.63,9.287
924,Ideal,G,VVS1,4.79,4.75,2.92,7.09
925,Premium,E,SI2,6.4,6.33,3.89,8.23
926,Premium,E,VS1,5.27,5.23,3.22,7.581
927,Ideal,F,VS2,4.35,4.32,2.64,6.654
928,Very Good,D,SI2,8.12,7.99,5.08,9.454
929,Premium,G,SI2,4.66,4.62,2.75,6.41
930,Very Good,F,VS1,5.68,5.71,3.58,8.063
931,Good,E,SI1,6.56,6.45,3.89,8.346
932,Very Good,H,SI1,5.62,5.69,3.57,7.701
933,Very Good,E,VS1,4.86,4.89,3.02,6.957
934,Premium,D,SI1,6.53,6.48,4.0,8.65
935,Premium,F,VS2,6.71,6.65,4.08,8.87
936,Very Good,G,SI1,6.69,6.73,4.1,8.587
937,Ideal,D,SI1,5.29,5.32,3.31,7.47
938,Very Good,F,SI1,6.0,6.05,3.72,7.958
939,Ideal,G,VS1,6.97,7.02,4.32,9.142
940,Ideal,D,VS2,5.15,5.09,3.17,7.54
941,Very Good,J,VS2,5.09,5.12,3.16,6.892
942,Ideal,F,VVS2,6.82,6.85,4.22,9.253
943,Good,H,VS2,5.73,5.8,3.54,7.72
944,Ideal,G,VVS2,4.74,4.78,2.94,6.915
945,Ideal,J,VVS1,5.71,5.76,3.58,7.668
946,Premium,H,SI2,7.57,7.52,4.72,9.002
947,Good,E,VS1,5.76,5.78,3.66,8.136
948,Ideal,I,VS2,5.2,5.26,3.24,7.139
949,Good,G,VS2,4.46,4.5,2.58,6.229
950,Premium,F,VS1,5.63,5.59,3.49,7.889
951,Very Good,H,SI1,5.64,5.68,3.48,7.653
952,Very Good,H,VS2,6.72,6.74,3.91,8.617
953,Very Good,I,SI1,6.4,6.32,4.02,8.21
954,Ideal,F,VVS1,4.78,4.76,2.95,7.212
955,Very Good,F,SI1,5.62,5.54,3.35,7.503
956,Premium,E,SI1,6.36,6.4,3.94,8.571
957,Ideal,G,SI2,6.51,6.45,3.91,8.168
958,Premium,G,SI1,5.7,5.63,3.49,7.734
959,Good,E,VS2,5.2,5.29,3.03,7.219
960,Premium,D,SI1,5.46,5.41,3.2,7.575
961,Premium,J,SI1,5.87,5.82,3.53,7.365
962,Premium,G,SI2,7.03,6.97,4.12,8.391
963,Premium,D,VS2,4.89,4.93,2.93,6.804
964,Very Good,I,VS2,4.65,4.58,2.88,6.308
965,Premium,G,VVS2,5.09,5.07,3.16,7.499
966,Ideal,H,VS1,4.46,4.44,2.76,6.611
967,Ideal,E,SI1,5.93,5.86,3.71,8.031
968,Premium,H,VS2,6.84,6.77,4.28,8.866
969,Ideal,E,SI2,4.81,4.77,2.99,6.8
970,Ideal,E,SI1,4.39,4.41,2.69,6.492
971,Ideal,D,VVS1,4.51,4.54,2.77,7.148
972,Good,F,SI1,6.17,6.26,3.79,8.225
973,Very Good,J,SI1,8.58,8.65,5.41,9.743
974,Ideal,G,VS1,5.36,5.32,3.27,7.544
